Genus;Results from;Occurences
FLAVONIFRACTOR;Test Real Occurences;2.0
ROSEIFLEXUS;Test Real Occurences;3.0
LUTEOLIBACTER;Test Real Occurences;4.0
PARASEGETIBACTER;Test Real Occurences;1.0
FCPU426_GENUS;Test Real Occurences;0.0
DESULFARCULACEAE_GENUS;Test Real Occurences;1.0
SULFUROVUM;Test Real Occurences;1.0
GEOFILUM;Test Real Occurences;0.0
CORIOBACTERIACEAE_GENUS;Test Real Occurences;7.0
AERIBACILLUS;Test Real Occurences;0.0
DESULFOMICROBIUM;Test Real Occurences;1.0
LISTERIA;Test Real Occurences;1.0
PARASUTTERELLA;Test Real Occurences;1.0
RICKETTSIALES_GENUS;Test Real Occurences;0.0
LIMNOCHORDACEAE_GENUS;Test Real Occurences;1.0
CALORAMATOR;Test Real Occurences;1.0
CALORIBACTERIUM;Test Real Occurences;0.0
PILIBACTER;Test Real Occurences;0.0
GEOMICROBIUM;Test Real Occurences;0.0
SUTTERELLA;Test Real Occurences;2.0
TAIBAIELLA;Test Real Occurences;2.0
THIOLAMPROVUM;Test Real Occurences;0.0
OCEANOSPIRILLACEAE_GENUS;Test Real Occurences;0.0
ATOPOSTIPES;Test Real Occurences;2.0
SPHINGOMONAS;Test Real Occurences;6.0
LACHNOSPIRACEAE_GENUS;Test Real Occurences;31.0
EUBACTERIUM;Test Real Occurences;3.0
METHANOSPHAERULA;Test Real Occurences;0.0
LACTOCOCCUS;Test Real Occurences;3.0
COPROBACILLUS;Test Real Occurences;0.0
CHRISTENSENELLA;Test Real Occurences;7.0
GAIELLA;Test Real Occurences;4.0
OXOBACTER;Test Real Occurences;1.0
GEMMATIMONADETES_GENUS;Test Real Occurences;6.0
PHENYLOBACTERIUM;Test Real Occurences;0.0
LACHNOSPIRACEAE_AC2044_GROUP;Test Real Occurences;8.0
ACETOBACTER;Test Real Occurences;1.0
GASTRANAEROPHILALES_GENUS;Test Real Occurences;6.0
THERMOMONOSPORA;Test Real Occurences;0.0
MICROCOCCALES_GENUS;Test Real Occurences;0.0
CALDITHRIX;Test Real Occurences;3.0
SOLOBACTERIUM;Test Real Occurences;7.0
ROMBOUTSIA;Test Real Occurences;1.0
LACHNOSPIRACEAE_UCG-005;Test Real Occurences;1.0
DELTAPROTEOBACTERIA_NB1-J_GENUS;Test Real Occurences;1.0
MELGHIRIBACILLUS;Test Real Occurences;0.0
PSYCHROBACILLUS;Test Real Occurences;0.0
BACTEROIDETES_VC2.1_GENUS;Test Real Occurences;0.0
ACIDOBACTERIACEAE_GENUS;Test Real Occurences;3.0
MARINIMICROBIUM;Test Real Occurences;2.0
SALINISPIRA;Test Real Occurences;0.0
METHYLOBACTERIACEAE_GENUS;Test Real Occurences;0.0
ANAEROLINEACEAE_GENUS;Test Real Occurences;2.0
DESULFOBACTERACEAE_GENUS;Test Real Occurences;1.0
EGGERTHELLA;Test Real Occurences;0.0
SHUTTLEWORTHIA;Test Real Occurences;0.0
ENTEROCOCCUS;Test Real Occurences;3.0
PORPHYROMONAS;Test Real Occurences;2.0
ELUSIMICROBIUM;Test Real Occurences;6.0
STREPTOSPORANGIALES_GENUS;Test Real Occurences;0.0
EMPEDOBACTER;Test Real Occurences;0.0
RUBROBACTER;Test Real Occurences;1.0
THERMACETOGENIUM;Test Real Occurences;0.0
RIKENELLACEAE_M2PB4-61;Test Real Occurences;0.0
CALDIBACILLUS;Test Real Occurences;0.0
GARCIELLA;Test Real Occurences;1.0
COPROCOCCUS;Test Real Occurences;6.0
PSEUDOFLAVONIFRACTOR;Test Real Occurences;3.0
AGGREGATIBACTER;Test Real Occurences;0.0
SYNTROPHOTHERMUS_GENUS;Test Real Occurences;1.0
EXIGUOBACTERIUM;Test Real Occurences;2.0
EHRLICHIA;Test Real Occurences;0.0
ROSEOCOCCUS;Test Real Occurences;1.0
CELLULOSILYTICUM;Test Real Occurences;1.0
CLOACIMONETES_FGL12-B44_GENUS;Test Real Occurences;0.0
[EUBACTERIUM]_SAPHENUM_GROUP;Test Real Occurences;5.0
SELENOMONAS;Test Real Occurences;3.0
GORDONIBACTER;Test Real Occurences;1.0
PARACOCCUS;Test Real Occurences;3.0
FUSOBACTERIUM;Test Real Occurences;1.0
OLIGOFLEXACEAE_GENUS;Test Real Occurences;0.0
RHODOFERAX;Test Real Occurences;2.0
PELOTOMACULUM;Test Real Occurences;0.0
SPHAEROCHAETA;Test Real Occurences;4.0
ALLOSCARDOVIA;Test Real Occurences;0.0
[EUBACTERIUM]_VENTRIOSUM_GROUP;Test Real Occurences;4.0
[EUBACTERIUM]_ELIGENS_GROUP;Test Real Occurences;0.0
PLANCTOMYCETACEAE_GENUS;Test Real Occurences;1.0
VIBRIO;Test Real Occurences;4.0
BACTEROIDETES_VADINHA17_GENUS;Test Real Occurences;1.0
PARACRAUROCOCCUS;Test Real Occurences;1.0
PSEUDOALTEROMONAS;Test Real Occurences;0.0
REHAIBACTERIUM;Test Real Occurences;0.0
AGITOCOCCUS;Test Real Occurences;0.0
SPOROBACTERIUM;Test Real Occurences;0.0
LACHNOSPIRACEAE_UCG-004;Test Real Occurences;3.0
ROSEBURIA;Test Real Occurences;3.0
CATENISPHAERA;Test Real Occurences;11.0
FERRITROPHICUM;Test Real Occurences;0.0
TISTLIA;Test Real Occurences;0.0
PIRELLULA;Test Real Occurences;3.0
CHLOROFLEXI_TK10_GENUS;Test Real Occurences;3.0
GRACILIBACTERIA_GENUS;Test Real Occurences;1.0
SANDARACINUS;Test Real Occurences;1.0
SPOROBACTER;Test Real Occurences;10.0
FLAVISOLIBACTER;Test Real Occurences;7.0
GLUCONACETOBACTER;Test Real Occurences;0.0
AERISCARDOVIA;Test Real Occurences;0.0
AZOVIBRIO;Test Real Occurences;0.0
THERMOGYMNOMONAS;Test Real Occurences;2.0
HYDROGENISPORA;Test Real Occurences;2.0
BACILLACEAE_GENUS;Test Real Occurences;2.0
TERRIGLOBUS;Test Real Occurences;0.0
CALDILINEA;Test Real Occurences;2.0
PARCUBACTERIA_GENUS;Test Real Occurences;1.0
AMARICOCCUS;Test Real Occurences;0.0
PORTIBACTER;Test Real Occurences;3.0
HYDROGENOPHAGA;Test Real Occurences;0.0
EUZEBYA;Test Real Occurences;0.0
PLEOMORPHOBACTERIUM;Test Real Occurences;2.0
MYCOPLASMA;Test Real Occurences;5.0
REYRANELLA;Test Real Occurences;1.0
GLOBICATELLA;Test Real Occurences;0.0
VERTICA;Test Real Occurences;0.0
VERTICIA;Test Real Occurences;0.0
SPHINGOBIUM;Test Real Occurences;1.0
VIRGISPORANGIUM;Test Real Occurences;0.0
ETHANOLIGENENS;Test Real Occurences;0.0
EUBACTERIACEAE_GENUS;Test Real Occurences;0.0
MUCILAGINIBACTER;Test Real Occurences;3.0
ALKANINDIGES;Test Real Occurences;1.0
SACCHARIBACTERIA_GENUS;Test Real Occurences;2.0
HALOBACTERIOVORAX;Test Real Occurences;0.0
ARIDIBACTER;Test Real Occurences;1.0
WOLBACHIA;Test Real Occurences;0.0
HESPELLIA;Test Real Occurences;1.0
SERRATIA;Test Real Occurences;0.0
PHYCICOCCUS;Test Real Occurences;0.0
LEADBETTERELLA;Test Real Occurences;0.0
PORPHYROMONADACEAE_GENUS;Test Real Occurences;0.0
PLEOMORPHOMONAS;Test Real Occurences;0.0
GEOTHRIX;Test Real Occurences;7.0
LACHNOSPIRACEAE_NK4A136_GROUP;Test Real Occurences;9.0
DESULFOVIBRIO;Test Real Occurences;5.0
ALPHAPROTEOBACTERIA_GENUS;Test Real Occurences;2.0
LUTEIMONAS;Test Real Occurences;2.0
PARVULARCULA;Test Real Occurences;0.0
DESULFOBACTERIUM;Test Real Occurences;3.0
CATELLATOSPORA;Test Real Occurences;2.0
SPHINGOPYXIS;Test Real Occurences;1.0
OCEANISPHAERA;Test Real Occurences;0.0
SYNTROPHOBACTER;Test Real Occurences;2.0
OLIGOFLEXALES_0319-6G20_GENUS;Test Real Occurences;5.0
DIETZIA;Test Real Occurences;1.0
LACHNOCLOSTRIDIUM;Test Real Occurences;15.0
DESULFATIGLANS;Test Real Occurences;8.0
METHYLOBACTERIUM;Test Real Occurences;1.0
BACTEROIDALES_GENUS;Test Real Occurences;3.0
VAGOCOCCUS;Test Real Occurences;2.0
DESULFOBULBUS;Test Real Occurences;3.0
DEFERRIBACTERES_GENUS;Test Real Occurences;3.0
SPIROCHAETA;Test Real Occurences;2.0
DEHALOCOCCOIDES;Test Real Occurences;6.0
AMYCOLATOPSIS;Test Real Occurences;1.0
ALIIFODINIBIUS;Test Real Occurences;1.0
COPROBACTER;Test Real Occurences;1.0
ACIDOBACTERIA_GENUS;Test Real Occurences;1.0
ACTINOMYCES;Test Real Occurences;3.0
ACETIVIBRIO_ETHANOLGIGNENS_GROUP;Test Real Occurences;1.0
VULCANIIBACTERIUM;Test Real Occurences;0.0
LATESCIBACTERIA_GENUS;Test Real Occurences;1.0
CAMPYLOBACTER;Test Real Occurences;2.0
DERXIA;Test Real Occurences;0.0
BACTEROIDIA_GENUS;Test Real Occurences;2.0
METHANOBREVIBACTER;Test Real Occurences;0.0
YERSINIA;Test Real Occurences;2.0
CAMELIMONAS;Test Real Occurences;0.0
RHODOCYCLACEAE_GENUS;Test Real Occurences;0.0
MARINOBACTER;Test Real Occurences;1.0
SEDIMINIBACTERIUM;Test Real Occurences;4.0
FRANKIALES_GENUS;Test Real Occurences;1.0
BRC1_GENUS;Test Real Occurences;2.0
ANCALOMICROBIUM;Test Real Occurences;0.0
ANAEROBACULUM;Test Real Occurences;0.0
[EUBACTERIUM]_YURII_GROUP;Test Real Occurences;1.0
AGROCOCCUS;Test Real Occurences;0.0
CRONOBACTER;Test Real Occurences;1.0
CAULOBACTER;Test Real Occurences;3.0
ACETIVIBRIO;Test Real Occurences;1.0
IGNAVIBACTERIALES_SM1H02_GENUS;Test Real Occurences;0.0
CALDERIHABITANS;Test Real Occurences;1.0
HELIOBACILLUS;Test Real Occurences;0.0
MEIOTHERMUS;Test Real Occurences;0.0
CASTELLANIELLA;Test Real Occurences;0.0
PROMICROMONOSPORA;Test Real Occurences;0.0
ACIDIPHILIUM;Test Real Occurences;3.0
ACETOBACTERACEAE_GENUS;Test Real Occurences;1.0
FULVIVIRGA;Test Real Occurences;0.0
LEEIA;Test Real Occurences;0.0
DEFLUVIIMONAS;Test Real Occurences;2.0
SACCHAROTHRIX;Test Real Occurences;0.0
MEGANEMA;Test Real Occurences;0.0
CRYOMORPHA;Test Real Occurences;0.0
[EUBACTERIUM]_RUMINANTIUM_GROUP;Test Real Occurences;2.0
AZOSPIRILLUM;Test Real Occurences;1.0
THERMOVENABULUM;Test Real Occurences;0.0
DESULFOSARCINA;Test Real Occurences;0.0
MARIHABITANS;Test Real Occurences;0.0
MARINOSCILLUM;Test Real Occurences;0.0
GEOBACILLUS;Test Real Occurences;1.0
TREPONEMA_;Test Real Occurences;0.0
HYPHOMONAS;Test Real Occurences;0.0
HALOBACTERIUM;Test Real Occurences;0.0
OWENWEEKSIA;Test Real Occurences;0.0
SMITHELLA;Test Real Occurences;0.0
AMNIBACTERIUM;Test Real Occurences;0.0
AESTUARIISPIRA;Test Real Occurences;4.0
SALINICOCCUS;Test Real Occurences;0.0
DESULFUROCOCCACEAE_GENUS;Test Real Occurences;0.0
SNEATHIA;Test Real Occurences;0.0
SALINISPHAERACEAE_GENUS;Test Real Occurences;1.0
THIOALKALISPIRACEAE_GENUS;Test Real Occurences;0.0
GLOEOCAPSA;Test Real Occurences;0.0
DEFLUVIITALEACEAE_GENUS;Test Real Occurences;0.0
AFIFELLA;Test Real Occurences;1.0
PARABACTEROIDES;Test Real Occurences;1.0
HANSSCHLEGELIA;Test Real Occurences;0.0
CELLULOSIBACTER;Test Real Occurences;2.0
NESTERENKONIA;Test Real Occurences;1.0
CRYOMORPHACEAE_GENUS;Test Real Occurences;0.0
PILIMELIA;Test Real Occurences;0.0
CATELLICOCCUS;Test Real Occurences;0.0
PLANCTOMYCETACIA_GENUS;Test Real Occurences;0.0
KLUYVERA;Test Real Occurences;0.0
FERRIMICROBIUM;Test Real Occurences;1.0
STELLA;Test Real Occurences;5.0
MARINOBACTERIUM;Test Real Occurences;0.0
ARMATIMONADACEAE_GENUS;Test Real Occurences;4.0
DESULFOFUSTIS;Test Real Occurences;1.0
ZHONGSHANIA;Test Real Occurences;0.0
GEOBACTER;Test Real Occurences;7.0
TUMEBACILLUS;Test Real Occurences;2.0
GEMELLA;Test Real Occurences;2.0
GEMMIGER;Test Real Occurences;1.0
NOCARDIOIDES;Test Real Occurences;5.0
GORDONIA;Test Real Occurences;1.0
PARAPREVOTELLA;Test Real Occurences;3.0
THERMOSYNTROPHA;Test Real Occurences;0.0
AMINICELLA;Test Real Occurences;2.0
OCHROBACTRUM;Test Real Occurences;1.0
MELGHIRIMYCES;Test Real Occurences;0.0
MYCOBACTERIUM;Test Real Occurences;2.0
THERMUS;Test Real Occurences;0.0
MORYELLA;Test Real Occurences;1.0
AESTUARIIBACTER;Test Real Occurences;0.0
CARBOXYDOCELLA;Test Real Occurences;0.0
ACTINOTIGNUM;Test Real Occurences;0.0
THERMOTALEA;Test Real Occurences;0.0
AMYLIBACTER;Test Real Occurences;0.0
DESULFOBOTULUS;Test Real Occurences;0.0
TELMATOCOLA;Test Real Occurences;2.0
THERMOTOGA;Test Real Occurences;0.0
PEPTONIPHILUS;Test Real Occurences;5.0
SPIROPLASMA;Test Real Occurences;0.0
MARINILABILIA;Test Real Occurences;0.0
MEGASPHAERA;Test Real Occurences;1.0
ADHAERIBACTER;Test Real Occurences;3.0
ALKALISPIROCHAETA;Test Real Occurences;2.0
THIOBACILLUS;Test Real Occurences;1.0
SUCCINICLASTICUM;Test Real Occurences;1.0
METHANOSPIRILLUM;Test Real Occurences;1.0
MARINIFILUM;Test Real Occurences;1.0
CALDANAEROBIUS;Test Real Occurences;0.0
CALDITERRICOLA;Test Real Occurences;0.0
AGROMYCES;Test Real Occurences;0.0
DESULFOPILA;Test Real Occurences;2.0
THERMAEROBACTER;Test Real Occurences;0.0
THERMINCOLA;Test Real Occurences;1.0
PSEUDOBACTERIOVORAX;Test Real Occurences;0.0
ROSEIARCUS;Test Real Occurences;1.0
CITROBACTER;Test Real Occurences;2.0
EZAKIELLA;Test Real Occurences;1.0
AKKERMANSIA;Test Real Occurences;1.0
ACTINOBACTERIA_GENUS;Test Real Occurences;1.0
SPOROCYTOPHAGA;Test Real Occurences;1.0
XANTHOMONADALES_GENUS;Test Real Occurences;0.0
ACTINOCATENISPORA;Test Real Occurences;0.0
ACTINOCORALLIA;Test Real Occurences;0.0
RUBELLIMICROBIUM;Test Real Occurences;1.0
GEOVIBRIO;Test Real Occurences;0.0
STEROIDOBACTER;Test Real Occurences;0.0
HALOMONAS;Test Real Occurences;6.0
PROTEINICLASTICUM;Test Real Occurences;1.0
OCEANIVIRGA;Test Real Occurences;0.0
SALINIBACILLUS;Test Real Occurences;0.0
MOHEIBACTER;Test Real Occurences;2.0
AUREIBACTER;Test Real Occurences;0.0
DEHALOGENIMONAS;Test Real Occurences;1.0
PANTOEA;Test Real Occurences;1.0
PROTEINIPHILUM;Test Real Occurences;0.0
THIOALKALIVIBRIO;Test Real Occurences;0.0
SEDIMENTIBACTER;Test Real Occurences;4.0
ANAEROBACTER;Test Real Occurences;0.0
FACKLAMIA;Test Real Occurences;2.0
BURKHOLDERIALES_GENUS;Test Real Occurences;4.0
ANAEROARCUS;Test Real Occurences;0.0
ANAEROVIRGULA;Test Real Occurences;0.0
COMAMONAS;Test Real Occurences;1.0
ACTINOPLANES;Test Real Occurences;1.0
RHODOPLANES;Test Real Occurences;5.0
SALINISPHAERA;Test Real Occurences;0.0
VALLITALEA;Test Real Occurences;2.0
CRYPTANAEROBACTER;Test Real Occurences;0.0
AMINICENANTES_GENUS;Test Real Occurences;1.0
FIBROBACTER;Test Real Occurences;3.0
REICHENBACHIELLA;Test Real Occurences;0.0
ACTINOKINEOSPORA;Test Real Occurences;0.0
ACTINOMADURA;Test Real Occurences;0.0
ABSCONDITABACTERIA_[SR1]_GENUS;Test Real Occurences;0.0
TISTRELLA;Test Real Occurences;0.0
BACTERIOVORAX;Test Real Occurences;1.0
PSEUDOSCARDOVIA;Test Real Occurences;1.0
SUNXIUQINIA;Test Real Occurences;0.0
AUREIMONAS;Test Real Occurences;0.0
HELCOCOCCUS;Test Real Occurences;1.0
LACHNOANAEROBACULUM;Test Real Occurences;1.0
ASAIA;Test Real Occurences;0.0
ECTOTHIORHODOSPIRACEAE_GENUS;Test Real Occurences;10.0
THALASSOSPIRA;Test Real Occurences;1.0
RICKETTSIA;Test Real Occurences;0.0
AKYG1722_GENUS;Test Real Occurences;1.0
LEUCOBACTER;Test Real Occurences;2.0
BACTEROIDALES_BS11_GUT_GROUP_GENUS;Test Real Occurences;1.0
MARINOSPIRILLUM;Test Real Occurences;0.0
METHANOLINEA;Test Real Occurences;0.0
BRADYRHIZOBIUM;Test Real Occurences;1.0
[EUBACTERIUM]_CELLULOSOLVENS_GROUP;Test Real Occurences;0.0
TRUEPERA;Test Real Occurences;0.0
METHYLOCEANIBACTER;Test Real Occurences;1.0
[EUBACTERIUM]_COPROSTANOLIGENES_GROUP;Test Real Occurences;7.0
SPONGIIBACTER;Test Real Occurences;0.0
DESULFONATRONOBACTER;Test Real Occurences;0.0
VOGESELLA;Test Real Occurences;0.0
METHANOCULLEUS;Test Real Occurences;0.0
SPORACETIGENIUM;Test Real Occurences;0.0
VARIOVORAX;Test Real Occurences;1.0
DESULFOBULBACEAE_GENUS;Test Real Occurences;1.0
SYNTROPHACETICUS;Test Real Occurences;0.0
MARICAULIS;Test Real Occurences;1.0
DESULFONATRONOSPIRA;Test Real Occurences;0.0
KUENENIA;Test Real Occurences;0.0
RHODOPIRELLULA;Test Real Occurences;1.0
DESULFUROMONADACEAE_GENUS;Test Real Occurences;0.0
ROSEOSPIRA;Test Real Occurences;0.0
CLOACIBACILLUS;Test Real Occurences;0.0
FAECALICOCCUS;Test Real Occurences;0.0
BOSEA;Test Real Occurences;2.0
MASSILIA;Test Real Occurences;1.0
NEPTUNIIBACTER;Test Real Occurences;0.0
ULVIBACTER;Test Real Occurences;0.0
ARTHROBACTER;Test Real Occurences;2.0
ACETOBACTERIUM;Test Real Occurences;2.0
THIOHALOPHILUS;Test Real Occurences;0.0
NITROLANCEA;Test Real Occurences;1.0
LACHNOSPIRACEAE_UCG-008;Test Real Occurences;0.0
[EUBACTERIUM]_HALLII_GROUP;Test Real Occurences;2.0
CELLULOSIMICROBIUM;Test Real Occurences;0.0
NANNOCYSTACEAE_GENUS;Test Real Occurences;1.0
STEROLIBACTERIUM;Test Real Occurences;0.0
PARASPHINGOPYXIS;Test Real Occurences;0.0
RIKENELLA;Test Real Occurences;0.0
KINEOSPORIA;Test Real Occurences;1.0
DESULFURIVIBRIO;Test Real Occurences;2.0
EMTICICIA;Test Real Occurences;3.0
TATEYAMARIA;Test Real Occurences;0.0
PLANCTOMYCETES_GENUS;Test Real Occurences;3.0
RAHNELLA;Test Real Occurences;0.0
KTEDONOBACTER;Test Real Occurences;0.0
MONGOLIICOCCUS;Test Real Occurences;0.0
CRYPTOBACTERIUM;Test Real Occurences;0.0
DESULFURELLACEAE_H16;Test Real Occurences;0.0
CRYPTOSPORANGIACEAE_GENUS;Test Real Occurences;0.0
SYNTROPHUS;Test Real Occurences;1.0
FLAVOBACTERIACEAE_GENUS;Test Real Occurences;0.0
SALANA;Test Real Occurences;0.0
NATRANAEROVIRGA;Test Real Occurences;0.0
HOLOPHAGAE_GENUS;Test Real Occurences;2.0
METHANOFOLLIS;Test Real Occurences;0.0
MESORHIZOBIUM;Test Real Occurences;0.0
SULFURIMONAS;Test Real Occurences;1.0
THERMOANAEROBACTER;Test Real Occurences;0.0
ALKALIBACTER;Test Real Occurences;1.0
CHLOROFLEXI_KD4-96_GENUS;Test Real Occurences;1.0
ANCYLOBACTER;Test Real Occurences;0.0
DETHIOBACTER;Test Real Occurences;0.0
SAPROSPIRA;Test Real Occurences;0.0
TABRIZICOLA;Test Real Occurences;1.0
ALIIDIOMARINA;Test Real Occurences;2.0
LEGIONELLA;Test Real Occurences;5.0
M2PB4-65_TERMITE_GROUP_GENUS;Test Real Occurences;3.0
GELIDIBACTER;Test Real Occurences;0.0
GEOTHERMOBACTER;Test Real Occurences;0.0
VADINBC27_WASTEWATER-SLUDGE_GROUP;Test Real Occurences;3.0
ENTOMOPLASMA;Test Real Occurences;0.0
SPIROSOMA;Test Real Occurences;0.0
THIOBACTER;Test Real Occurences;0.0
PSEUDOLABRYS;Test Real Occurences;1.0
METHYLOMONAS;Test Real Occurences;0.0
DESULFONATRONOVIBRIO;Test Real Occurences;0.0
THERMOANAEROBACTERACEAE_GENUS;Test Real Occurences;0.0
HOLOPHAGACEAE_GENUS;Test Real Occurences;0.0
CRYPTOSPORANGIUM;Test Real Occurences;0.0
NIABELLA;Test Real Occurences;1.0
XENORHABDUS;Test Real Occurences;0.0
GUGGENHEIMELLA;Test Real Occurences;0.0
BREVIBACILLUS;Test Real Occurences;2.0
PERMIANIBACTER;Test Real Occurences;0.0
OCEANICAULIS;Test Real Occurences;0.0
CHONDROMYCES;Test Real Occurences;0.0
LACHNOBACTERIUM;Test Real Occurences;0.0
AEROCOCCUS;Test Real Occurences;3.0
BOSEONGICOLA;Test Real Occurences;0.0
DETHIOSULFATIBACTER;Test Real Occurences;1.0
OCEANICOLA;Test Real Occurences;1.0
PLANKTOPHILA;Test Real Occurences;0.0
ELUSIMICROBIALES_GENUS;Test Real Occurences;4.0
LACHNOSPIRA;Test Real Occurences;1.0
DESULFOCURVUS;Test Real Occurences;1.0
DICHOTOMICROBIUM;Test Real Occurences;0.0
RALSTONIA;Test Real Occurences;0.0
OENOCOCCUS;Test Real Occurences;0.0
GRANULOSICOCCUS;Test Real Occurences;0.0
PHAEOSPIRILLUM;Test Real Occurences;1.0
OERSKOVIA;Test Real Occurences;0.0
EIKENELLA;Test Real Occurences;0.0
MAHELLA;Test Real Occurences;0.0
RHODOVULUM;Test Real Occurences;0.0
THERMANAEROMONAS;Test Real Occurences;0.0
BUTYRICICOCCUS;Test Real Occurences;2.0
IDIOMARINA;Test Real Occurences;0.0
TEPIDAMORPHUS;Test Real Occurences;0.0
ALKALIBACTERIUM;Test Real Occurences;0.0
SPORANAEROBACTER;Test Real Occurences;0.0
MYCELIGENERANS;Test Real Occurences;0.0
METHYLOPHILUS;Test Real Occurences;0.0
PROVIDENCIA;Test Real Occurences;0.0
CARNOBACTERIUM;Test Real Occurences;3.0
GRANULICELLA;Test Real Occurences;0.0
RATHAYIBACTER;Test Real Occurences;0.0
LACHNOSPIRACEAE_UCG-002;Test Real Occurences;1.0
ROBINSONIELLA;Test Real Occurences;1.0
HOWARDELLA;Test Real Occurences;1.0
CLOACIBACTERIUM;Test Real Occurences;0.0
BACTERIOVORACACEAE_GENUS;Test Real Occurences;0.0
ACETANAEROBACTERIUM;Test Real Occurences;2.0
ANDERSENIELLA;Test Real Occurences;0.0
PLANOCOCCUS;Test Real Occurences;0.0
ANAEROVIBRIO;Test Real Occurences;0.0
OXALOBACTER;Test Real Occurences;0.0
METHANOHALOPHILUS;Test Real Occurences;0.0
PROTEOCATELLA;Test Real Occurences;1.0
PHYCISPHAERA;Test Real Occurences;1.0
BRASSICIBACTER;Test Real Occurences;0.0
ANEROLINEACEAE_GENUS;Test Real Occurences;1.0
TANGFEIFANIA;Test Real Occurences;0.0
FAUCICOLA;Test Real Occurences;0.0
PROSTHECOBACTER;Test Real Occurences;1.0
MYXOCOCCALES_GENUS;Test Real Occurences;0.0
SULFURIFERULA;Test Real Occurences;0.0
HALANAEROBIUM;Test Real Occurences;1.0
SYNTROPHORHABDUS;Test Real Occurences;2.0
TRICHOCOCCUS;Test Real Occurences;3.0
SHIGELLA;Test Real Occurences;1.0
BYSSOVORAX;Test Real Occurences;3.0
HALOTHIOBACILLUS;Test Real Occurences;1.0
METHANOCELLA;Test Real Occurences;0.0
ROSEIMICROBIUM;Test Real Occurences;0.0
HERMINIIMONAS;Test Real Occurences;0.0
RAROBACTER;Test Real Occurences;0.0
ALKALINEMA;Test Real Occurences;0.0
DESULFOGLAEBA;Test Real Occurences;0.0
CURTOBACTERIUM;Test Real Occurences;1.0
CATENULISPORA;Test Real Occurences;0.0
KANDLERIA;Test Real Occurences;3.0
STOQUEFICHUS;Test Real Occurences;0.0
SULFURITALEA;Test Real Occurences;1.0
SARCINA;Test Real Occurences;0.0
PISCIBACILLUS;Test Real Occurences;0.0
MELIORIBACTER;Test Real Occurences;1.0
DESEMZIA;Test Real Occurences;0.0
NITROSOARCHAEUM;Test Real Occurences;0.0
JANIBACTER;Test Real Occurences;1.0
FILIFACTOR;Test Real Occurences;1.0
WCHB1-60_GENUS;Test Real Occurences;0.0
METHANIMICROCOCCUS;Test Real Occurences;0.0
FIRMICUTES_GENUS;Test Real Occurences;2.0
STIGMATELLA;Test Real Occurences;6.0
SULFOLOBALES_GENUS;Test Real Occurences;0.0
CHTHONIOBACTERALES_GENUS;Test Real Occurences;4.0
FODINICOLA;Test Real Occurences;1.0
CHLOROBIALES_SJA-28_GENUS;Test Real Occurences;0.0
PISCICOCCUS;Test Real Occurences;0.0
MICROMONOSPORACEAE_GENUS;Test Real Occurences;0.0
CATENIBACTERIUM;Test Real Occurences;2.0
